Country Name,Indicator Code,year,value
Sierra Leone,1.2_ACCESS.ELECTRICITY.RURAL,1995,3.34378424
Sierra Leone,1.1_ACCESS.ELECTRICITY.TOT,1995,9.245178223
Sierra Leone,1.3_ACCESS.ELECTRICITY.URBAN,1995,20.48455429
Sierra Leone,6.1_PRIMARY.ENERGY.INTENSITY,1995,11.57533122
Sierra Leone,4.1.2_REN.ELECTRICITY.OUTPUT,1995,0
Sierra Leone,4.1_SHARE.RE.IN.ELECTRICITY,1995,0
Sierra Leone,3.1_RE.CONSUMPTION,1995,36630.46
Sierra Leone,2.1_SHARE.TOTAL.RE.IN.TFEC,1995,90.24166239
Sierra Leone,4.1.1_TOTAL.ELECTRICITY.OUTPUT,1995,96.2
Sierra Leone,1.1_TOTAL.FINAL.ENERGY.CONSUM,1995,40591.5173
Singapore,2.1_ACCESS.CFT.TOT,1995,
Singapore,1.2_ACCESS.ELECTRICITY.RURAL,1995,
Singapore,1.1_ACCESS.ELECTRICITY.TOT,1995,100
Singapore,1.3_ACCESS.ELECTRICITY.URBAN,1995,100
Singapore,6.1_PRIMARY.ENERGY.INTENSITY,1995,4.990221013
Singapore,4.1.2_REN.ELECTRICITY.OUTPUT,1995,245
Singapore,4.1_SHARE.RE.IN.ELECTRICITY,1995,1.101420608
Singapore,3.1_RE.CONSUMPTION,1995,725.3896
Singapore,2.1_SHARE.TOTAL.RE.IN.TFEC,1995,0.452737924
Singapore,4.1.1_TOTAL.ELECTRICITY.OUTPUT,1995,22244
Singapore,1.1_TOTAL.FINAL.ENERGY.CONSUM,1995,160222.8489
Sint Maarten (Dutch part),2.1_ACCESS.CFT.TOT,1995,
Sint Maarten (Dutch part),1.2_ACCESS.ELECTRICITY.RURAL,1995,
Sint Maarten (Dutch part),1.1_ACCESS.ELECTRICITY.TOT,1995,100
Sint Maarten (Dutch part),1.3_ACCESS.ELECTRICITY.URBAN,1995,100
Sint Maarten (Dutch part),6.1_PRIMARY.ENERGY.INTENSITY,1995,
Sint Maarten (Dutch part),4.1.2_REN.ELECTRICITY.OUTPUT,1995,0
Sint Maarten (Dutch part),4.1_SHARE.RE.IN.ELECTRICITY,1995,0
Sint Maarten (Dutch part),3.1_RE.CONSUMPTION,1995,0
Sint Maarten (Dutch part),2.1_SHARE.TOTAL.RE.IN.TFEC,1995,
Sint Maarten (Dutch part),4.1.1_TOTAL.ELECTRICITY.OUTPUT,1995,0
Sint Maarten (Dutch part),1.1_TOTAL.FINAL.ENERGY.CONSUM,1995,0
Slovak Republic,2.1_ACCESS.CFT.TOT,1995,
Slovak Republic,1.2_ACCESS.ELECTRICITY.RURAL,1995,100
Slovak Republic,1.1_ACCESS.ELECTRICITY.TOT,1995,100
Slovak Republic,1.3_ACCESS.ELECTRICITY.URBAN,1995,100
Slovak Republic,6.1_PRIMARY.ENERGY.INTENSITY,1995,10.77890162
Slovak Republic,4.1.2_REN.ELECTRICITY.OUTPUT,1995,4880
Slovak Republic,4.1_SHARE.RE.IN.ELECTRICITY,1995,18.46526411
Slovak Republic,3.1_RE.CONSUMPTION,1995,17695.98
Slovak Republic,2.1_SHARE.TOTAL.RE.IN.TFEC,1995,4.207010486
Slovak Republic,4.1.1_TOTAL.ELECTRICITY.OUTPUT,1995,26428
Slovak Republic,1.1_TOTAL.FINAL.ENERGY.CONSUM,1995,420630.7557
Slovenia,2.1_ACCESS.CFT.TOT,1995,
Slovenia,1.2_ACCESS.ELECTRICITY.RURAL,1995,100
Slovenia,1.1_ACCESS.ELECTRICITY.TOT,1995,100
Slovenia,1.3_ACCESS.ELECTRICITY.URBAN,1995,100
Slovenia,6.1_PRIMARY.ENERGY.INTENSITY,1995,6.997735305
Slovenia,4.1.2_REN.ELECTRICITY.OUTPUT,1995,3252
Slovenia,4.1_SHARE.RE.IN.ELECTRICITY,1995,25.18392318
Slovenia,3.1_RE.CONSUMPTION,1995,19468.68
Slovenia,2.1_SHARE.TOTAL.RE.IN.TFEC,1995,11.49482248
Slovenia,4.1.1_TOTAL.ELECTRICITY.OUTPUT,1995,12913
Slovenia,1.1_TOTAL.FINAL.ENERGY.CONSUM,1995,169369.1228
Solomon Islands,2.1_ACCESS.CFT.TOT,1995,
Solomon Islands,1.2_ACCESS.ELECTRICITY.RURAL,1995,
Solomon Islands,1.1_ACCESS.ELECTRICITY.TOT,1995,0.032361541
Solomon Islands,1.3_ACCESS.ELECTRICITY.URBAN,1995,55.80208969
Solomon Islands,6.1_PRIMARY.ENERGY.INTENSITY,1995,6.431229132
Solomon Islands,4.1.2_REN.ELECTRICITY.OUTPUT,1995,0
Solomon Islands,4.1_SHARE.RE.IN.ELECTRICITY,1995,0
Solomon Islands,3.1_RE.CONSUMPTION,1995,2836
Solomon Islands,2.1_SHARE.TOTAL.RE.IN.TFEC,1995,59.97546221
Solomon Islands,4.1.1_TOTAL.ELECTRICITY.OUTPUT,1995,63
Solomon Islands,1.1_TOTAL.FINAL.ENERGY.CONSUM,1995,4728.60049
Somalia,2.1_ACCESS.CFT.TOT,1995,
Somalia,1.2_ACCESS.ELECTRICITY.RURAL,1995,
Somalia,1.1_ACCESS.ELECTRICITY.TOT,1995,0.136908397
Somalia,1.3_ACCESS.ELECTRICITY.URBAN,1995,10.39156532
Somalia,6.1_PRIMARY.ENERGY.INTENSITY,1995,39.0152809
Somalia,4.1.2_REN.ELECTRICITY.OUTPUT,1995,0
Somalia,4.1_SHARE.RE.IN.ELECTRICITY,1995,0
Somalia,3.1_RE.CONSUMPTION,1995,56223.16
Somalia,2.1_SHARE.TOTAL.RE.IN.TFEC,1995,90.56541753
Somalia,4.1.1_TOTAL.ELECTRICITY.OUTPUT,1995,272
Somalia,1.1_TOTAL.FINAL.ENERGY.CONSUM,1995,62080.1643
South Africa,2.1_ACCESS.CFT.TOT,1995,
South Africa,1.2_ACCESS.ELECTRICITY.RURAL,1995,43.53901056
South Africa,1.1_ACCESS.ELECTRICITY.TOT,1995,65.49101257
South Africa,1.3_ACCESS.ELECTRICITY.URBAN,1995,83.82826233
South Africa,6.1_PRIMARY.ENERGY.INTENSITY,1995,11.38954651
South Africa,4.1.2_REN.ELECTRICITY.OUTPUT,1995,529
South Africa,4.1_SHARE.RE.IN.ELECTRICITY,1995,0.285358262
South Africa,3.1_RE.CONSUMPTION,1995,355387.8
South Africa,2.1_SHARE.TOTAL.RE.IN.TFEC,1995,18.11307968
South Africa,4.1.1_TOTAL.ELECTRICITY.OUTPUT,1995,185381
South Africa,1.1_TOTAL.FINAL.ENERGY.CONSUM,1995,1962050.664
South Sudan,2.1_ACCESS.CFT.TOT,1995,
South Sudan,1.2_ACCESS.ELECTRICITY.RURAL,1995,0.01
South Sudan,1.1_ACCESS.ELECTRICITY.TOT,1995,0.01
South Sudan,1.3_ACCESS.ELECTRICITY.URBAN,1995,0.01
South Sudan,6.1_PRIMARY.ENERGY.INTENSITY,1995,
South Sudan,4.1.2_REN.ELECTRICITY.OUTPUT,1995,0
South Sudan,4.1_SHARE.RE.IN.ELECTRICITY,1995,0
South Sudan,3.1_RE.CONSUMPTION,1995,0
South Sudan,2.1_SHARE.TOTAL.RE.IN.TFEC,1995,
South Sudan,4.1.1_TOTAL.ELECTRICITY.OUTPUT,1995,0
South Sudan,1.1_TOTAL.FINAL.ENERGY.CONSUM,1995,0
Spain,2.1_ACCESS.CFT.TOT,1995,
Spain,1.2_ACCESS.ELECTRICITY.RURAL,1995,100
Spain,1.1_ACCESS.ELECTRICITY.TOT,1995,100
Spain,1.3_ACCESS.ELECTRICITY.URBAN,1995,100
Spain,6.1_PRIMARY.ENERGY.INTENSITY,1995,4.17985313
Spain,4.1.2_REN.ELECTRICITY.OUTPUT,1995,24376
Spain,4.1_SHARE.RE.IN.ELECTRICITY,1995,14.72016232
Spain,3.1_RE.CONSUMPTION,1995,211024.6
Spain,2.1_SHARE.TOTAL.RE.IN.TFEC,1995,8.264567068
Spain,4.1.1_TOTAL.ELECTRICITY.OUTPUT,1995,165596
Spain,1.1_TOTAL.FINAL.ENERGY.CONSUM,1995,2553365.449
Sri Lanka,2.1_ACCESS.CFT.TOT,1995,
Sri Lanka,1.2_ACCESS.ELECTRICITY.RURAL,1995,56.37772978
Sri Lanka,1.1_ACCESS.ELECTRICITY.TOT,1995,61.41436386
Sri Lanka,1.3_ACCESS.ELECTRICITY.URBAN,1995,83.59689331
Sri Lanka,6.1_PRIMARY.ENERGY.INTENSITY,1995,3.088158999
Sri Lanka,4.1.2_REN.ELECTRICITY.OUTPUT,1995,4452
Sri Lanka,4.1_SHARE.RE.IN.ELECTRICITY,1995,92.71137026
Sri Lanka,3.1_RE.CONSUMPTION,1995,165509
Sri Lanka,2.1_SHARE.TOTAL.RE.IN.TFEC,1995,69.93855476
Sri Lanka,4.1.1_TOTAL.ELECTRICITY.OUTPUT,1995,4802
Sri Lanka,1.1_TOTAL.FINAL.ENERGY.CONSUM,1995,236649.1566
St. Helena,2.1_ACCESS.CFT.TOT,1995,
St. Helena,1.2_ACCESS.ELECTRICITY.RURAL,1995,
St. Helena,1.1_ACCESS.ELECTRICITY.TOT,1995,
St. Helena,1.3_ACCESS.ELECTRICITY.URBAN,1995,
St. Helena,6.1_PRIMARY.ENERGY.INTENSITY,1995,
St. Helena,4.1.2_REN.ELECTRICITY.OUTPUT,1995,0
St. Helena,4.1_SHARE.RE.IN.ELECTRICITY,1995,0
St. Helena,3.1_RE.CONSUMPTION,1995,9.135
St. Helena,2.1_SHARE.TOTAL.RE.IN.TFEC,1995,7.949630584
St. Helena,4.1.1_TOTAL.ELECTRICITY.OUTPUT,1995,6.18
St. Helena,1.1_TOTAL.FINAL.ENERGY.CONSUM,1995,114.911
St. Kitts and Nevis,2.1_ACCESS.CFT.TOT,1995,
St. Kitts and Nevis,1.2_ACCESS.ELECTRICITY.RURAL,1995,86.42063966
St. Kitts and Nevis,1.1_ACCESS.ELECTRICITY.TOT,1995,90.44087219
St. Kitts and Nevis,1.3_ACCESS.ELECTRICITY.URBAN,1995,98.34455872
St. Kitts and Nevis,6.1_PRIMARY.ENERGY.INTENSITY,1995,3.395271469
St. Kitts and Nevis,4.1.2_REN.ELECTRICITY.OUTPUT,1995,0
St. Kitts and Nevis,4.1_SHARE.RE.IN.ELECTRICITY,1995,0
St. Kitts and Nevis,3.1_RE.CONSUMPTION,1995,633.2122
St. Kitts and Nevis,2.1_SHARE.TOTAL.RE.IN.TFEC,1995,36.7317558
St. Kitts and Nevis,4.1.1_TOTAL.ELECTRICITY.OUTPUT,1995,101.8
St. Kitts and Nevis,1.1_TOTAL.FINAL.ENERGY.CONSUM,1995,1723.8822
St. Lucia,2.1_ACCESS.CFT.TOT,1995,
St. Lucia,1.2_ACCESS.ELECTRICITY.RURAL,1995,83.04152166
St. Lucia,1.1_ACCESS.ELECTRICITY.TOT,1995,86.69744873
St. Lucia,1.3_ACCESS.ELECTRICITY.URBAN,1995,95.7512207
St. Lucia,6.1_PRIMARY.ENERGY.INTENSITY,1995,3.48674279
St. Lucia,4.1.2_REN.ELECTRICITY.OUTPUT,1995,0
St. Lucia,4.1_SHARE.RE.IN.ELECTRICITY,1995,0
St. Lucia,3.1_RE.CONSUMPTION,1995,75.5355
St. Lucia,2.1_SHARE.TOTAL.RE.IN.TFEC,1995,3.097866214
St. Lucia,4.1.1_TOTAL.ELECTRICITY.OUTPUT,1995,196.6
St. Lucia,1.1_TOTAL.FINAL.ENERGY.CONSUM,1995,2438.307363
St. Martin (French part),2.1_ACCESS.CFT.TOT,1995,
St. Martin (French part),1.2_ACCESS.ELECTRICITY.RURAL,1995,
St. Martin (French part),1.1_ACCESS.ELECTRICITY.TOT,1995,48.02051544
St. Martin (French part),1.3_ACCESS.ELECTRICITY.URBAN,1995,73.78835297
St. Martin (French part),6.1_PRIMARY.ENERGY.INTENSITY,1995,
St. Martin (French part),4.1.2_REN.ELECTRICITY.OUTPUT,1995,0
St. Martin (French part),4.1_SHARE.RE.IN.ELECTRICITY,1995,0
St. Martin (French part),3.1_RE.CONSUMPTION,1995,0
St. Martin (French part),2.1_SHARE.TOTAL.RE.IN.TFEC,1995,
St. Martin (French part),4.1.1_TOTAL.ELECTRICITY.OUTPUT,1995,
St. Martin (French part),1.1_TOTAL.FINAL.ENERGY.CONSUM,1995,0
St. Vincent and the Grenadines,2.1_ACCESS.CFT.TOT,1995,
St. Vincent and the Grenadines,1.2_ACCESS.ELECTRICITY.RURAL,1995,65.58739392
St. Vincent and the Grenadines,1.1_ACCESS.ELECTRICITY.TOT,1995,73.19194794
St. Vincent and the Grenadines,1.3_ACCESS.ELECTRICITY.URBAN,1995,83.11760712
St. Vincent and the Grenadines,6.1_PRIMARY.ENERGY.INTENSITY,1995,2.84767149
St. Vincent and the Grenadines,4.1.2_REN.ELECTRICITY.OUTPUT,1995,21.2
St. Vincent and the Grenadines,4.1_SHARE.RE.IN.ELECTRICITY,1995,29.36288089
St. Vincent and the Grenadines,3.1_RE.CONSUMPTION,1995,136.3132
St. Vincent and the Grenadines,2.1_SHARE.TOTAL.RE.IN.TFEC,1995,9.104032279
St. Vincent and the Grenadines,4.1.1_TOTAL.ELECTRICITY.OUTPUT,1995,72.2
St. Vincent and the Grenadines,1.1_TOTAL.FINAL.ENERGY.CONSUM,1995,1497.283795
Sudan,2.1_ACCESS.CFT.TOT,1995,
Sudan,1.2_ACCESS.ELECTRICITY.RURAL,1995,12.068807
Sudan,1.1_ACCESS.ELECTRICITY.TOT,1995,29.11465645
Sudan,1.3_ACCESS.ELECTRICITY.URBAN,1995,64.95367432
Sudan,6.1_PRIMARY.ENERGY.INTENSITY,1995,8.652987571
Sudan,4.1.2_REN.ELECTRICITY.OUTPUT,1995,972
Sudan,4.1_SHARE.RE.IN.ELECTRICITY,1995,52.14592275
Sudan,3.1_RE.CONSUMPTION,1995,215455.6
Sudan,2.1_SHARE.TOTAL.RE.IN.TFEC,1995,81.47140198
Sudan,4.1.1_TOTAL.ELECTRICITY.OUTPUT,1995,1864
Sudan,1.1_TOTAL.FINAL.ENERGY.CONSUM,1995,264455.4957
Suriname,2.1_ACCESS.CFT.TOT,1995,
Suriname,1.2_ACCESS.ELECTRICITY.RURAL,1995,100
Suriname,1.1_ACCESS.ELECTRICITY.TOT,1995,99.92409515
Suriname,1.3_ACCESS.ELECTRICITY.URBAN,1995,99.01891327
Suriname,6.1_PRIMARY.ENERGY.INTENSITY,1995,5.895101136
Suriname,4.1.2_REN.ELECTRICITY.OUTPUT,1995,0
Suriname,4.1_SHARE.RE.IN.ELECTRICITY,1995,0
Suriname,3.1_RE.CONSUMPTION,1995,0
Suriname,2.1_SHARE.TOTAL.RE.IN.TFEC,1995,
Suriname,4.1.1_TOTAL.ELECTRICITY.OUTPUT,1995,0
Suriname,1.1_TOTAL.FINAL.ENERGY.CONSUM,1995,0
Swaziland,2.1_ACCESS.CFT.TOT,1995,
Swaziland,1.2_ACCESS.ELECTRICITY.RURAL,1995,
Swaziland,1.1_ACCESS.ELECTRICITY.TOT,1995,8.572473526
Swaziland,1.3_ACCESS.ELECTRICITY.URBAN,1995,41.53401184
Swaziland,6.1_PRIMARY.ENERGY.INTENSITY,1995,3.376309283
Swaziland,4.1.2_REN.ELECTRICITY.OUTPUT,1995,210
Swaziland,4.1_SHARE.RE.IN.ELECTRICITY,1995,49.41176471
Swaziland,3.1_RE.CONSUMPTION,1995,13772.05
Swaziland,2.1_SHARE.TOTAL.RE.IN.TFEC,1995,72.75630464
Swaziland,4.1.1_TOTAL.ELECTRICITY.OUTPUT,1995,425
Swaziland,1.1_TOTAL.FINAL.ENERGY.CONSUM,1995,18929.0125
Sweden,2.1_ACCESS.CFT.TOT,1995,
Sweden,1.2_ACCESS.ELECTRICITY.RURAL,1995,100
Sweden,1.1_ACCESS.ELECTRICITY.TOT,1995,100
Sweden,1.3_ACCESS.ELECTRICITY.URBAN,1995,100
Sweden,6.1_PRIMARY.ENERGY.INTENSITY,1995,7.690234044
Sweden,4.1.2_REN.ELECTRICITY.OUTPUT,1995,70556
Sweden,4.1_SHARE.RE.IN.ELECTRICITY,1995,47.57877985
Sweden,3.1_RE.CONSUMPTION,1995,480167.9
Sweden,2.1_SHARE.TOTAL.RE.IN.TFEC,1995,33.91418148
Sweden,4.1.1_TOTAL.ELECTRICITY.OUTPUT,1995,148293
Sweden,1.1_TOTAL.FINAL.ENERGY.CONSUM,1995,1415832.195
Switzerland,2.1_ACCESS.CFT.TOT,1995,
Switzerland,1.2_ACCESS.ELECTRICITY.RURAL,1995,100
Switzerland,1.1_ACCESS.ELECTRICITY.TOT,1995,100
Switzerland,1.3_ACCESS.ELECTRICITY.URBAN,1995,100
Switzerland,6.1_PRIMARY.ENERGY.INTENSITY,1995,3.20213897
Switzerland,4.1.2_REN.ELECTRICITY.OUTPUT,1995,35749
Switzerland,4.1_SHARE.RE.IN.ELECTRICITY,1995,57.42995759
Switzerland,3.1_RE.CONSUMPTION,1995,137644.6
Switzerland,2.1_SHARE.TOTAL.RE.IN.TFEC,1995,18.06594965
Switzerland,4.1.1_TOTAL.ELECTRICITY.OUTPUT,1995,62248
Switzerland,1.1_TOTAL.FINAL.ENERGY.CONSUM,1995,761900.7174
Syrian Arab Republic,2.1_ACCESS.CFT.TOT,1995,
Syrian Arab Republic,1.2_ACCESS.ELECTRICITY.RURAL,1995,71.28942168
Syrian Arab Republic,1.1_ACCESS.ELECTRICITY.TOT,1995,84.73309326
Syrian Arab Republic,1.3_ACCESS.ELECTRICITY.URBAN,1995,98.12095642
Syrian Arab Republic,6.1_PRIMARY.ENERGY.INTENSITY,1995,7.520124759
Syrian Arab Republic,4.1.2_REN.ELECTRICITY.OUTPUT,1995,2510
Syrian Arab Republic,4.1_SHARE.RE.IN.ELECTRICITY,1995,15.1022864
Syrian Arab Republic,3.1_RE.CONSUMPTION,1995,5550.834
Syrian Arab Republic,2.1_SHARE.TOTAL.RE.IN.TFEC,1995,1.805989576
Syrian Arab Republic,4.1.1_TOTAL.ELECTRICITY.OUTPUT,1995,16620
Syrian Arab Republic,1.1_TOTAL.FINAL.ENERGY.CONSUM,1995,307356.9236
"Taiwan, China",2.1_ACCESS.CFT.TOT,1995,
"Taiwan, China",1.2_ACCESS.ELECTRICITY.RURAL,1995,
"Taiwan, China",1.1_ACCESS.ELECTRICITY.TOT,1995,
"Taiwan, China",1.3_ACCESS.ELECTRICITY.URBAN,1995,
"Taiwan, China",6.1_PRIMARY.ENERGY.INTENSITY,1995,
"Taiwan, China",4.1.2_REN.ELECTRICITY.OUTPUT,1995,4839
"Taiwan, China",4.1_SHARE.RE.IN.ELECTRICITY,1995,3.748983149
"Taiwan, China",3.1_RE.CONSUMPTION,1995,17326.27
"Taiwan, China",2.1_SHARE.TOTAL.RE.IN.TFEC,1995,1.255170251
"Taiwan, China",4.1.1_TOTAL.ELECTRICITY.OUTPUT,1995,129075
"Taiwan, China",1.1_TOTAL.FINAL.ENERGY.CONSUM,1995,1380392.021
Tajikistan,2.1_ACCESS.CFT.TOT,1995,
Tajikistan,1.2_ACCESS.ELECTRICITY.RURAL,1995,96.93411594
Tajikistan,1.1_ACCESS.ELECTRICITY.TOT,1995,97.6611557
Tajikistan,1.3_ACCESS.ELECTRICITY.URBAN,1995,99.451828
Tajikistan,6.1_PRIMARY.ENERGY.INTENSITY,1995,12.72536277
Tajikistan,4.1.2_REN.ELECTRICITY.OUTPUT,1995,14596
Tajikistan,4.1_SHARE.RE.IN.ELECTRICITY,1995,98.45531197
Tajikistan,3.1_RE.CONSUMPTION,1995,49151.83
Tajikistan,2.1_SHARE.TOTAL.RE.IN.TFEC,1995,60.58249849
Tajikistan,4.1.1_TOTAL.ELECTRICITY.OUTPUT,1995,14825
Tajikistan,1.1_TOTAL.FINAL.ENERGY.CONSUM,1995,81132.06161
Tanzania,2.1_ACCESS.CFT.TOT,1995,
Tanzania,1.2_ACCESS.ELECTRICITY.RURAL,1995,0.800660977
Tanzania,1.1_ACCESS.ELECTRICITY.TOT,1995,6.204609871
Tanzania,1.3_ACCESS.ELECTRICITY.URBAN,1995,27.10621071
Tanzania,6.1_PRIMARY.ENERGY.INTENSITY,1995,11.58219884
Tanzania,4.1.2_REN.ELECTRICITY.OUTPUT,1995,1539
Tanzania,4.1_SHARE.RE.IN.ELECTRICITY,1995,79.98960499
Tanzania,3.1_RE.CONSUMPTION,1995,382461.8
Tanzania,2.1_SHARE.TOTAL.RE.IN.TFEC,1995,93.3715035
Tanzania,4.1.1_TOTAL.ELECTRICITY.OUTPUT,1995,1924
Tanzania,1.1_TOTAL.FINAL.ENERGY.CONSUM,1995,409612.9822
Thailand,2.1_ACCESS.CFT.TOT,1995,
Thailand,1.2_ACCESS.ELECTRICITY.RURAL,1995,73.88089921
Thailand,1.1_ACCESS.ELECTRICITY.TOT,1995,81.69963074
Thailand,1.3_ACCESS.ELECTRICITY.URBAN,1995,99.70574951
Thailand,6.1_PRIMARY.ENERGY.INTENSITY,1995,4.645335049
Thailand,4.1.2_REN.ELECTRICITY.OUTPUT,1995,7001
Thailand,4.1_SHARE.RE.IN.ELECTRICITY,1995,8.742179988
Thailand,3.1_RE.CONSUMPTION,1995,405060.5
Thailand,2.1_SHARE.TOTAL.RE.IN.TFEC,1995,22.6994113
Thailand,4.1.1_TOTAL.ELECTRICITY.OUTPUT,1995,80083
Thailand,1.1_TOTAL.FINAL.ENERGY.CONSUM,1995,1784453.767
Timor-Leste,2.1_ACCESS.CFT.TOT,1995,
Timor-Leste,1.2_ACCESS.ELECTRICITY.RURAL,1995,
Timor-Leste,1.1_ACCESS.ELECTRICITY.TOT,1995,5.912778854
Timor-Leste,1.3_ACCESS.ELECTRICITY.URBAN,1995,65.63890839
Timor-Leste,6.1_PRIMARY.ENERGY.INTENSITY,1995,
Timor-Leste,4.1.2_REN.ELECTRICITY.OUTPUT,1995,0
Timor-Leste,4.1_SHARE.RE.IN.ELECTRICITY,1995,0
Timor-Leste,3.1_RE.CONSUMPTION,1995,0
Timor-Leste,2.1_SHARE.TOTAL.RE.IN.TFEC,1995,
Timor-Leste,4.1.1_TOTAL.ELECTRICITY.OUTPUT,1995,0
Timor-Leste,1.1_TOTAL.FINAL.ENERGY.CONSUM,1995,0
Togo,2.1_ACCESS.CFT.TOT,1995,
Togo,1.2_ACCESS.ELECTRICITY.RURAL,1995,
Togo,1.1_ACCESS.ELECTRICITY.TOT,1995,8.523256302
Togo,1.3_ACCESS.ELECTRICITY.URBAN,1995,31.3308754
Togo,6.1_PRIMARY.ENERGY.INTENSITY,1995,12.77638788
Togo,4.1.2_REN.ELECTRICITY.OUTPUT,1995,255
Togo,4.1_SHARE.RE.IN.ELECTRICITY,1995,82.52427184
Togo,3.1_RE.CONSUMPTION,1995,33147.17
Togo,2.1_SHARE.TOTAL.RE.IN.TFEC,1995,81.52090303
Togo,4.1.1_TOTAL.ELECTRICITY.OUTPUT,1995,309
Togo,1.1_TOTAL.FINAL.ENERGY.CONSUM,1995,40660.94556
Tonga,2.1_ACCESS.CFT.TOT,1995,
Tonga,1.2_ACCESS.ELECTRICITY.RURAL,1995,77.39049341
Tonga,1.1_ACCESS.ELECTRICITY.TOT,1995,81.76117706
Tonga,1.3_ACCESS.ELECTRICITY.URBAN,1995,96.50634003
Tonga,6.1_PRIMARY.ENERGY.INTENSITY,1995,3.382578426
Tonga,4.1.2_REN.ELECTRICITY.OUTPUT,1995,0
Tonga,4.1_SHARE.RE.IN.ELECTRICITY,1995,0
Tonga,3.1_RE.CONSUMPTION,1995,13.89907
Tonga,2.1_SHARE.TOTAL.RE.IN.TFEC,1995,1.161942027
Tonga,4.1.1_TOTAL.ELECTRICITY.OUTPUT,1995,31.2
Tonga,1.1_TOTAL.FINAL.ENERGY.CONSUM,1995,1196.19307
Trinidad and Tobago,2.1_ACCESS.CFT.TOT,1995,
Trinidad and Tobago,1.2_ACCESS.ELECTRICITY.RURAL,1995,85.95977833
Trinidad and Tobago,1.1_ACCESS.ELECTRICITY.TOT,1995,87.25817871
Trinidad and Tobago,1.3_ACCESS.ELECTRICITY.URBAN,1995,99.45388031
Trinidad and Tobago,6.1_PRIMARY.ENERGY.INTENSITY,1995,16.21453714
Trinidad and Tobago,4.1.2_REN.ELECTRICITY.OUTPUT,1995,33
Trinidad and Tobago,4.1_SHARE.RE.IN.ELECTRICITY,1995,0.766194567
Trinidad and Tobago,3.1_RE.CONSUMPTION,1995,724.4676
Trinidad and Tobago,2.1_SHARE.TOTAL.RE.IN.TFEC,1995,1.185209708
Trinidad and Tobago,4.1.1_TOTAL.ELECTRICITY.OUTPUT,1995,4307
Trinidad and Tobago,1.1_TOTAL.FINAL.ENERGY.CONSUM,1995,61125.68902
Tunisia,2.1_ACCESS.CFT.TOT,1995,
Tunisia,1.2_ACCESS.ELECTRICITY.RURAL,1995,71.07532645
Tunisia,1.1_ACCESS.ELECTRICITY.TOT,1995,88.7
Tunisia,1.3_ACCESS.ELECTRICITY.URBAN,1995,99.74545288
Tunisia,6.1_PRIMARY.ENERGY.INTENSITY,1995,4.32814671
Tunisia,4.1.2_REN.ELECTRICITY.OUTPUT,1995,39
Tunisia,4.1_SHARE.RE.IN.ELECTRICITY,1995,0.508540879
Tunisia,3.1_RE.CONSUMPTION,1995,25760.29
Tunisia,2.1_SHARE.TOTAL.RE.IN.TFEC,1995,14.36803329
Tunisia,4.1.1_TOTAL.ELECTRICITY.OUTPUT,1995,7669
Tunisia,1.1_TOTAL.FINAL.ENERGY.CONSUM,1995,179288.9081
Turkey,2.1_ACCESS.CFT.TOT,1995,
Turkey,1.2_ACCESS.ELECTRICITY.RURAL,1995,85.66931412
Turkey,1.1_ACCESS.ELECTRICITY.TOT,1995,91.91989899
Turkey,1.3_ACCESS.ELECTRICITY.URBAN,1995,95.73094177
Turkey,6.1_PRIMARY.ENERGY.INTENSITY,1995,3.820101778
Turkey,4.1.2_REN.ELECTRICITY.OUTPUT,1995,35849
Turkey,4.1_SHARE.RE.IN.ELECTRICITY,1995,41.56550373
Turkey,3.1_RE.CONSUMPTION,1995,405932.5
Turkey,2.1_SHARE.TOTAL.RE.IN.TFEC,1995,22.09844195
Turkey,4.1.1_TOTAL.ELECTRICITY.OUTPUT,1995,86247
Turkey,1.1_TOTAL.FINAL.ENERGY.CONSUM,1995,1836928.146
Turkmenistan,2.1_ACCESS.CFT.TOT,1995,
Turkmenistan,1.2_ACCESS.ELECTRICITY.RURAL,1995,99.06340326
Turkmenistan,1.1_ACCESS.ELECTRICITY.TOT,1995,99.25263977
Turkmenistan,1.3_ACCESS.ELECTRICITY.URBAN,1995,99.48586273
Turkmenistan,6.1_PRIMARY.ENERGY.INTENSITY,1995,29.60920062
Turkmenistan,4.1.2_REN.ELECTRICITY.OUTPUT,1995,4
Turkmenistan,4.1_SHARE.RE.IN.ELECTRICITY,1995,0.040816327
Turkmenistan,3.1_RE.CONSUMPTION,1995,7.345322
Turkmenistan,2.1_SHARE.TOTAL.RE.IN.TFEC,1995,0.001971608
Turkmenistan,4.1.1_TOTAL.ELECTRICITY.OUTPUT,1995,9800
Turkmenistan,1.1_TOTAL.FINAL.ENERGY.CONSUM,1995,372554.9455
Turks and Caicos Islands,2.1_ACCESS.CFT.TOT,1995,
Turks and Caicos Islands,1.2_ACCESS.ELECTRICITY.RURAL,1995,57.9380262
Turks and Caicos Islands,1.1_ACCESS.ELECTRICITY.TOT,1995,91.55852509
Turks and Caicos Islands,1.3_ACCESS.ELECTRICITY.URBAN,1995,100
Turks and Caicos Islands,6.1_PRIMARY.ENERGY.INTENSITY,1995,
Turks and Caicos Islands,4.1.2_REN.ELECTRICITY.OUTPUT,1995,0
Turks and Caicos Islands,4.1_SHARE.RE.IN.ELECTRICITY,1995,0
